,Timestamp,Motion
232,1610178902,0
233,1610178903,1
234,1610178911,0
235,1610178932,1
236,1610178940,0
237,1610178940,1
238,1610178944,0
239,1610178948,1
240,1610178952,0
241,1610178975,1
242,1610178987,0
243,1610178991,1
244,1610178998,0
245,1610179010,1
246,1610179012,0
247,1610179013,1
248,1610179019,0
249,1610179023,1
250,1610179033,0
251,1610179036,1
252,1610179042,0
253,1610179044,1
254,1610179047,0
255,1610179050,1
256,1610179054,0
257,1610179082,1
258,1610179086,0
259,1610179092,1
260,1610179101,0
261,1610179142,1
262,1610179146,0
263,1610179147,1
264,1610179151,0
265,1610179152,1
266,1610179156,0
267,1610179161,1
268,1610179166,0
269,1610179195,1
270,1610179197,0
271,1610179198,1
272,1610179207,0
273,1610179209,1
274,1610179213,0
275,1610179217,1
276,1610179219,0
277,1610179361,1
278,1610179371,0
279,1610179396,1
280,1610179404,0
281,1610179657,1
282,1610179674,0
283,1610179718,1
284,1610179722,0
285,1610179728,1
286,1610179732,0
287,1610179741,1
288,1610179745,0
289,1610179746,1
290,1610179751,0
291,1610179778,1
292,1610179797,0
293,1610179798,1
294,1610179804,0
295,1610179805,1
296,1610179815,0
297,1610179824,1
298,1610179830,0
299,1610179872,1
300,1610179876,0
301,1610179890,1
302,1610179904,0
303,1610179908,1
304,1610179912,0
305,1610179927,1
306,1610179930,0
307,1610179931,1
308,1610179937,0
309,1610179940,1
310,1610179947,0
311,1610179951,1
312,1610179960,0
313,1610179966,1
314,1610179971,0
315,1610180032,1
316,1610180038,0
317,1610180044,1
318,1610180052,0
319,1610180058,1
320,1610180071,0
321,1610180154,1
322,1610180157,0
323,1610180158,1
324,1610180173,0
325,1610180177,1
326,1610180191,0
327,1610180226,1
328,1610180229,0
329,1610180263,1
330,1610180276,0
331,1610180280,1
332,1610180286,0
333,1610180302,1
334,1610180310,0
335,1610180316,1
336,1610180323,0
337,1610180327,1
338,1610180331,0
339,1610180335,1
340,1610180360,0
341,1610180361,1
342,1610180367,0
343,1610180380,1
344,1610180401,0
345,1610180402,1
346,1610180409,0
347,1610180416,1
348,1610180425,0
349,1610180427,1
350,1610180438,0
351,1610180449,1
352,1610180463,0
353,1610180466,1
354,1610180484,0
355,1610180504,1
356,1610180507,0
357,1610180509,1
358,1610180515,0
359,1610180539,1
360,1610180544,0
361,1610180545,1
362,1610180551,0
363,1610180621,1
364,1610180626,0
365,1610180670,1
366,1610180674,0
367,1610180682,1
368,1610180686,0
369,1610180695,1
370,1610180699,0
371,1610180750,1
372,1610180757,0
373,1610180765,1
374,1610180769,0
375,1610180769,1
376,1610180779,0
377,1610180786,1
378,1610180790,0
379,1610180790,1
380,1610180794,0
381,1610180810,1
382,1610180817,0
383,1610180820,1
384,1610180824,0
385,1610180828,1
386,1610180835,0
387,1610180848,1
388,1610180851,0
389,1610180862,1
390,1610180875,0
391,1610180893,1
392,1610180896,0
393,1610180898,1
394,1610180901,0
395,1610180964,1
396,1610180967,0
397,1610180986,1
398,1610180993,0
399,1610180999,1
400,1610181008,0
401,1610181069,1
402,1610181077,0
403,1610181082,1
404,1610181085,0
405,1610181086,1
406,1610181099,0
407,1610181108,1
408,1610181116,0
409,1610181117,1
410,1610181130,0
411,1610181185,1
412,1610181188,0
413,1610181202,1
414,1610181208,0
415,1610181210,1
416,1610181214,0
417,1610181215,1
418,1610181219,0
419,1610181270,1
420,1610181277,0
421,1610181498,1
422,1610181503,0
423,1610181836,1
424,1610181840,0
425,1610181891,1
426,1610181895,0
427,1610181897,1
428,1610181903,0
429,1610181905,1
430,1610181911,0
431,1610181916,1
432,1610181925,0
433,1610182035,1
434,1610182039,0
435,1610182040,1
436,1610182045,0
437,1610182066,1
438,1610182072,0
439,1610182076,1
440,1610182091,0
441,1610182095,1
442,1610182103,0
443,1610182108,1
444,1610182112,0
445,1610182129,1
446,1610182135,0
447,1610182147,1
448,1610182167,0
449,1610182171,1
450,1610182203,0
451,1610182205,1
452,1610182209,0
453,1610182227,1
454,1610182231,0
455,1610182250,1
456,1610182268,0
457,1610182278,1
458,1610182282,0
459,1610182285,1
460,1610182293,0
461,1610182294,1
462,1610182306,0
463,1610182318,1
464,1610182329,0
465,1610182332,1
466,1610182335,0
467,1610182336,1
468,1610182339,0
469,1610182341,1
470,1610182352,0
471,1610182393,1
472,1610182398,0
473,1610182429,1
474,1610182432,0
475,1610182458,1
476,1610182461,0
477,1610182462,1
478,1610182468,0
479,1610182481,1
480,1610182486,0
481,1610182487,1
482,1610182500,0
483,1610182502,1
484,1610182505,0
485,1610182515,1
486,1610182519,0
487,1610182521,1
488,1610182538,0
489,1610182544,1
490,1610182548,0
491,1610182548,1
492,1610182559,0
493,1610182563,1
494,1610182571,0
495,1610182572,1
496,1610182579,0
497,1610182580,1
498,1610182585,0
499,1610182593,1
500,1610182608,0
501,1610182616,1
502,1610182627,0
503,1610182632,1
504,1610182639,0
505,1610182645,1
506,1610182653,0
507,1610182655,1
508,1610182666,0
509,1610182668,1
510,1610182671,0
511,1610182672,1
512,1610182684,0
513,1610182685,1
514,1610182693,0
515,1610182717,1
516,1610182723,0
517,1610182784,1
518,1610182786,0
519,1610182824,1
520,1610182829,0
521,1610182832,1
522,1610182842,0
523,1610182845,1
524,1610182854,0
525,1610182855,1
526,1610182861,0
527,1610182862,1
528,1610182868,0
529,1610182872,1
530,1610182876,0
531,1610182883,1
532,1610182889,0
533,1610182896,1
534,1610182899,0
535,1610182914,1
536,1610182924,0
537,1610182942,1
538,1610182952,0
539,1610182956,1
540,1610182964,0
541,1610182965,1
542,1610182970,0
543,1610182971,1
544,1610182979,0
545,1610182980,1
546,1610182984,0
547,1610182995,1
548,1610183000,0
549,1610183021,1
550,1610183031,0
551,1610183034,1
552,1610183040,0
553,1610183066,1
554,1610183073,0
555,1610183079,1
556,1610183083,0
557,1610183140,1
558,1610183148,0
559,1610183150,1
560,1610183156,0
561,1610183157,1
562,1610183161,0
563,1610183162,1
564,1610183169,0
565,1610183171,1
566,1610183199,0
567,1610183206,1
568,1610183217,0
569,1610183218,1
570,1610183231,0
571,1610183233,1
572,1610183240,0
573,1610183246,1
574,1610183263,0
575,1610183267,1
576,1610183276,0
577,1610183276,1
578,1610183280,0
579,1610183309,1
580,1610183313,0
581,1610183315,1
582,1610183321,0
583,1610183322,1
584,1610183328,0
585,1610183334,1
586,1610183337,0
587,1610183340,1
588,1610183353,0
589,1610183357,1
590,1610183363,0
591,1610183384,1
592,1610183388,0
593,1610183393,1
594,1610183400,0
595,1610183400,1
596,1610183405,0
597,1610183406,1
598,1610183410,0
599,1610183425,1
600,1610183431,0
601,1610183434,1
602,1610183440,0
603,1610183452,1
604,1610183470,0
605,1610183472,1
606,1610183477,0
607,1610183484,1
608,1610183486,0
609,1610183499,1
610,1610183504,0
611,1610183532,1
612,1610183536,0
613,1610183543,1
614,1610183547,0
615,1610183549,1
616,1610183552,0
617,1610183560,1
618,1610183564,0
619,1610183567,1
620,1610183575,0
621,1610183580,1
622,1610183584,0
623,1610183680,1
624,1610183689,0
625,1610183690,1
626,1610183699,0
627,1610183710,1
628,1610183714,0
629,1610183726,1
630,1610183740,0
631,1610183742,1
632,1610183745,0
633,1610183759,1
634,1610183767,0
635,1610183768,1
636,1610183772,0
637,1610183781,1
638,1610183795,0
639,1610183876,1
640,1610183882,0
641,1610187139,1
642,1610187144,0
643,1610187150,1
644,1610187155,0
645,1610187184,1
646,1610187188,0
647,1610187202,1
648,1610187206,0
649,1610187228,1
650,1610187234,0
651,1610187262,1
652,1610187267,0
653,1610187276,1
654,1610187286,0
655,1610187328,1
656,1610187331,0
657,1610187360,1
658,1610187369,0
659,1610187386,1
660,1610187408,0
661,1610187412,1
662,1610187418,0
663,1610187437,1
664,1610187443,0
665,1610187456,1
666,1610187463,0
667,1610187464,1
668,1610187472,0
669,1610187479,1
670,1610187492,0
671,1610187529,1
672,1610187533,0
673,1610187548,1
674,1610187552,0
675,1610187554,1
676,1610187557,0
677,1610187579,1
678,1610187600,0
679,1610187606,1
680,1610187615,0
681,1610187624,1
682,1610187629,0
683,1610187631,1
684,1610187636,0
685,1610187638,1
686,1610187650,0
687,1610187669,1
688,1610187673,0
689,1610187675,1
690,1610187681,0
691,1610187690,1
692,1610187695,0
693,1610187700,1
694,1610187704,0
695,1610187704,1
696,1610187722,0
697,1610187731,1
698,1610187735,0
699,1610187748,1
700,1610187751,0
701,1610187753,1
702,1610187758,0
703,1610187775,1
704,1610187778,0
705,1610187986,1
706,1610188016,0
707,1610188044,1
708,1610188052,0
709,1610188054,1
710,1610188110,0
711,1610188111,1
712,1610188117,0
713,1610188121,1
714,1610188125,0
715,1610188134,1
716,1610188144,0
717,1610188148,1
718,1610188154,0
719,1610188156,1
720,1610188161,0
721,1610188199,1
722,1610188202,0
723,1610188203,1
724,1610188208,0
725,1610188214,1
726,1610188234,0
727,1610188237,1
728,1610188245,0
729,1610188251,1
730,1610188262,0
731,1610188265,1
732,1610188269,0
733,1610188289,1
734,1610188295,0
735,1610188297,1
736,1610188302,0
737,1610188309,1
738,1610188315,0
739,1610188332,1
740,1610188336,0
741,1610188336,1
742,1610188346,0
743,1610188357,1
744,1610188378,0
745,1610188379,1
746,1610188386,0
747,1610188403,1
748,1610188411,0
749,1610188422,1
750,1610188434,0
751,1610188434,1
752,1610188438,0
753,1610188439,1
754,1610188444,0
755,1610188444,1
756,1610188447,0
757,1610188457,1
758,1610188475,0
759,1610188488,1
760,1610188505,0
761,1610188508,1
762,1610188519,0
763,1610188524,1
764,1610188527,0
765,1610188531,1
766,1610188537,0
767,1610188544,1
768,1610188547,0
769,1610188549,1
770,1610188553,0
771,1610188556,1
772,1610188562,0
773,1610188569,1
774,1610188572,0
775,1610188573,1
776,1610188602,0
777,1610188606,1
778,1610188615,0
779,1610188616,1
780,1610188619,0
781,1610188625,1
782,1610188650,0
783,1610188654,1
784,1610188667,0
785,1610188670,1
786,1610188687,0
787,1610188692,1
788,1610188707,0
789,1610188712,1
790,1610188725,0
791,1610188727,1
792,1610188733,0
793,1610188736,1
794,1610188741,0
795,1610188745,1
796,1610188751,0
797,1610188789,1
798,1610188795,0
799,1610188836,1
800,1610188848,0
801,1610188985,1
802,1610188997,0
803,1610189096,1
804,1610189103,0
805,1610189662,1
806,1610189647,0
807,1610189779,1
808,1610189783,0
809,1610190595,1
810,1610190605,0
811,1610190605,1
812,1610190610,0
813,1610190636,1
814,1610190640,0
815,1610190680,1
816,1610190687,0
817,1610190689,1
818,1610190696,0
819,1610190697,1
820,1610190705,0
821,1610190707,1
822,1610190719,0
823,1610190725,1
824,1610190739,0
825,1610190742,1
826,1610190747,0
827,1610190753,1
828,1610190757,0
829,1610190761,1
830,1610190772,0
831,1610190774,1
832,1610190778,0
833,1610190799,1
834,1610190811,0
835,1610190826,1
836,1610190834,0
837,1610190841,1
838,1610190853,0
839,1610190859,1
840,1610190867,0
841,1610190887,1
842,1610190892,0
843,1610190894,1
844,1610190897,0
845,1610190930,1
846,1610190932,0
847,1610190933,1
848,1610190936,0
849,1610190937,1
850,1610190942,0
851,1610190966,1
852,1610190970,0
853,1610190971,1
854,1610190976,0
855,1610190976,1
856,1610190985,0
857,1610190992,1
858,1610190996,0
859,1610190999,1
860,1610191012,0
861,1610191012,1
862,1610191016,0
863,1610191027,1
864,1610191033,0
865,1610191036,1
866,1610191051,0
867,1610191057,1
868,1610191074,0
869,1610191081,1
870,1610191084,0
871,1610191086,1
872,1610191096,0
873,1610191104,1
874,1610191108,0
875,1610191135,1
876,1610191139,0
877,1610191139,1
878,1610191148,0
879,1610191149,1
880,1610191158,0
881,1610191162,1
882,1610191180,0
883,1610191184,1
884,1610191187,0
885,1610191198,1
886,1610191203,0
887,1610191206,1
888,1610191211,0
889,1610191211,1
890,1610191216,0
891,1610191227,1
892,1610191232,0
893,1610191236,1
894,1610191239,0
895,1610191245,1
896,1610191250,0
897,1610191251,1
898,1610191255,0
899,1610191264,1
900,1610191269,0
901,1610191270,1
902,1610191283,0
903,1610191285,1
904,1610191319,0
905,1610191337,1
906,1610191341,0
907,1610191347,1
908,1610191353,0
909,1610191369,1
910,1610191373,0
911,1610191382,1
912,1610191386,0
913,1610191395,1
914,1610191411,0
915,1610191412,1
916,1610191416,0
917,1610191420,1
918,1610191438,0
919,1610191458,1
920,1610191480,0
921,1610191485,1
922,1610191493,0
923,1610191506,1
924,1610191514,0
925,1610191518,1
926,1610191524,0
927,1610191534,1
928,1610191554,0
929,1610191555,1
930,1610191573,0
931,1610191574,1
932,1610191581,0
933,1610191582,1
934,1610191586,0
935,1610191592,1
936,1610191596,0
937,1610191601,1
938,1610191614,0
939,1610191624,1
940,1610191629,0
941,1610191656,1
942,1610191665,0
943,1610191675,1
944,1610191679,0
945,1610191679,1
946,1610191685,0
947,1610191699,1
948,1610191708,0
949,1610191709,1
950,1610191746,0
951,1610191755,1
952,1610191757,0
953,1610191774,1
954,1610191791,0
955,1610191804,1
956,1610191809,0
957,1610191810,1
958,1610191824,0
959,1610191826,1
960,1610191829,0
961,1610191830,1
962,1610191834,0
963,1610191845,1
964,1610191849,0
965,1610191852,1
966,1610191855,0
967,1610191861,1
968,1610191865,0
969,1610191869,1
970,1610191876,0
971,1610191883,1
972,1610191886,0
973,1610191887,1
974,1610191893,0
975,1610191898,1
976,1610191904,0
977,1610191910,1
978,1610191913,0
979,1610191919,1
980,1610191930,0
981,1610191931,1
982,1610191939,0
983,1610191951,1
984,1610191959,0
985,1610191962,1
986,1610191967,0
987,1610191968,1
988,1610191977,0
989,1610191978,1
990,1610191986,0
991,1610191995,1
992,1610192017,0
993,1610192021,1
994,1610192050,0
995,1610192051,1
996,1610192055,0
997,1610192057,1
998,1610192066,0
999,1610192066,1
1000,1610192077,0
1001,1610192080,1
1002,1610192088,0
1003,1610192089,1
1004,1610192094,0
1005,1610192098,1
1006,1610192102,0
1007,1610192110,1
1008,1610192118,0
1009,1610192118,1
1010,1610192136,0
1011,1610192139,1
1012,1610192143,0
1013,1610192161,1
1014,1610192168,0
1015,1610192169,1
1016,1610192173,0
1017,1610192187,1
1018,1610192196,0
1019,1610192199,1
1020,1610192205,0
1021,1610192206,1
1022,1610192210,0
1023,1610192216,1
1024,1610192225,0
1025,1610192240,1
1026,1610192243,0
1027,1610192255,1
1028,1610192271,0
1029,1610192376,1
1030,1610192378,0
1031,1610192402,1
1032,1610192406,0
1033,1610192469,1
1034,1610192496,0
1035,1610192497,1
1036,1610192508,0
1037,1610192515,1
1038,1610192524,0
1039,1610192530,1
1040,1610192540,0
1041,1610192541,1
1042,1610192545,0
1043,1610192550,1
1044,1610192553,0
1045,1610192554,1
1046,1610192559,0
1047,1610192578,1
1048,1610192582,0
1049,1610192585,1
1050,1610192590,0
1051,1610192591,1
1052,1610192595,0
1053,1610192597,1
1054,1610192613,0
1055,1610192615,1
1056,1610192620,0
1057,1610192636,1
1058,1610192663,0
1059,1610192664,1
1060,1610192679,0
1061,1610192680,1
1062,1610192684,0
1063,1610192686,1
1064,1610192688,0
1065,1610192701,1
1066,1610192707,0
1067,1610192816,1
1068,1610192819,0
1069,1610192830,1
1070,1610192834,0
1071,1610192834,1
1072,1610192839,0
1073,1610192843,1
1074,1610192849,0
1075,1610192856,1
1076,1610192874,0
1077,1610192876,1
1078,1610192887,0
1079,1610192896,1
1080,1610192903,0
1081,1610192905,1
1082,1610192908,0
1083,1610192920,1
1084,1610192930,0
1085,1610192931,1
1086,1610192935,0
1087,1610192943,1
1088,1610192954,0
1089,1610192973,1
1090,1610192978,0
1091,1610192985,1
1092,1610192987,0
1093,1610193017,1
1094,1610193021,0
1095,1610193046,1
1096,1610193059,0
1097,1610193061,1
1098,1610193068,0
1099,1610193069,1
1100,1610193079,0
1101,1610193083,1
1102,1610193088,0
1103,1610193090,1
1104,1610193093,0
1105,1610193099,1
1106,1610193103,0
1107,1610193113,1
1108,1610193116,0
1109,1610193136,1
1110,1610193139,0
1111,1610193164,1
1112,1610193172,0
1113,1610193186,1
1114,1610193203,0
1115,1610193204,1
1116,1610193238,0
1117,1610193250,1
1118,1610193255,0
1119,1610193271,1
1120,1610193286,0
1121,1610193288,1
1122,1610193291,0
1123,1610193293,1
1124,1610193298,0
1125,1610193302,1
1126,1610193314,0
1127,1610193318,1
1128,1610193322,0
1129,1610193355,1
1130,1610193360,0
1131,1610193360,1
1132,1610193365,0
1133,1610193376,1
1134,1610193382,0
1135,1610193389,1
1136,1610193404,0
1137,1610193403,1
1138,1610193416,0
1139,1610193417,1
1140,1610193424,0
1141,1610193424,1
1142,1610193429,0
1143,1610193432,1
1144,1610193442,0
1145,1610193443,1
1146,1610193449,0
1147,1610193454,1
1148,1610193463,0
1149,1610193464,1
1150,1610193473,0
1151,1610193474,1
1152,1610193498,0
1153,1610193498,1
1154,1610193502,0
1155,1610193503,1
1156,1610193509,0
1157,1610193522,1
1158,1610193536,0
1159,1610193542,1
1160,1610193561,0
1161,1610193570,1
1162,1610193576,0
1163,1610193584,1
1164,1610193589,0
1165,1610193590,1
1166,1610193595,0
1167,1610193595,1
1168,1610193609,0
1169,1610193660,1
1170,1610193665,0
1171,1610193719,1
1172,1610193739,0
1173,1610193742,1
1174,1610193749,0
1175,1610193767,1
1176,1610193775,0
1177,1610193789,1
1178,1610193792,0
1179,1610193799,1
1180,1610193805,0
1181,1610193844,1
1182,1610193847,0
1183,1610193853,1
1184,1610193863,0
1185,1610193883,1
1186,1610193890,0
1187,1610193904,1
1188,1610193907,0
1189,1610193912,1
1190,1610193913,0
1191,1610193914,1
1192,1610193917,0
1193,1610193974,1
1194,1610193983,0
1195,1610193984,1
1196,1610193988,0
1197,1610193992,1
1198,1610194000,0
1199,1610194016,1
1200,1610194020,0
1201,1610194027,1
1202,1610194043,0
1203,1610194065,1
1204,1610194071,0
1205,1610194095,1
1206,1610194101,0
1207,1610194129,1
1208,1610194133,0
1209,1610194156,1
1210,1610194181,0
1211,1610194183,1
1212,1610194188,0
1213,1610194189,1
1214,1610194196,0
1215,1610194198,1
1216,1610194206,0
1217,1610194208,1
1218,1610194223,0
1219,1610194225,1
1220,1610194247,0
1221,1610194256,1
1222,1610194267,0
1223,1610194294,1
1224,1610194298,0
1225,1610194307,1
1226,1610194314,0
1227,1610194344,1
1228,1610194350,0
1229,1610194355,1
1230,1610194364,0
1231,1610194370,1
1232,1610194373,0
1233,1610194377,1
1234,1610194380,0
1235,1610194384,1
1236,1610194387,0
1237,1610194411,1
1238,1610194419,0
1239,1610194431,1
1240,1610194434,0
1241,1610194434,1
1242,1610194438,0
1243,1610194466,1
1244,1610194469,0
1245,1610194476,1
1246,1610194483,0
1247,1610194491,1
1248,1610194495,0
1249,1610194501,1
1250,1610194504,0
1251,1610194508,1
1252,1610194512,0
1253,1610194532,1
1254,1610194541,0
1255,1610194560,1
1256,1610194566,0
1257,1610194618,1
1258,1610194623,0
1259,1610194629,1
1260,1610194634,0
1261,1610194636,1
1262,1610194639,0
1263,1610194724,1
1264,1610194727,0
1265,1610194736,1
1266,1610194744,0
1267,1610194752,1
1268,1610194784,0
1269,1610194786,1
1270,1610194789,0
1271,1610194846,1
1272,1610194855,0
1273,1610194859,1
1274,1610194865,0
1275,1610194871,1
1276,1610194877,0
1277,1610194933,1
1278,1610194941,0
1279,1610194946,1
1280,1610194953,0
1281,1610194979,1
1282,1610194988,0
1283,1610195013,1
1284,1610195026,0
1285,1610195030,1
1286,1610195034,0
1287,1610195055,1
1288,1610195063,0
1289,1610195074,1
1290,1610195081,0
1291,1610195105,1
1292,1610195110,0
1293,1610195113,1
1294,1610195119,0
1295,1610195123,1
1296,1610195127,0
1297,1610195128,1
1298,1610195131,0
1299,1610195176,1
1300,1610195182,0
1301,1610195185,1
1302,1610195190,0
1303,1610195195,1
1304,1610195200,0
1305,1610195202,1
1306,1610195205,0
1307,1610195209,1
1308,1610195215,0
1309,1610195222,1
1310,1610195226,0
1311,1610195232,1
1312,1610195235,0
1313,1610195243,1
1314,1610195248,0
1315,1610195251,1
1316,1610195256,0
1317,1610195256,1
1318,1610195274,0
1319,1610195281,1
1320,1610195300,0
1321,1610195312,1
1322,1610195324,0
1323,1610195325,1
1324,1610195334,0
1325,1610195346,1
1326,1610195350,0
1327,1610195355,1
1328,1610195357,0
1329,1610195379,1
1330,1610195382,0
1331,1610195473,1
1332,1610195481,0
1333,1610195499,1
1334,1610195507,0
1335,1610195656,1
1336,1610195660,0
1337,1610196493,1
1338,1610196503,0
1339,1610196506,1
1340,1610196510,0
1341,1610196543,1
1342,1610196545,0
1343,1610196547,1
1344,1610196550,0
1345,1610196551,1
1346,1610196555,0
1347,1610196624,1
1348,1610196627,0
1349,1610196642,1
1350,1610196648,0
1351,1610196856,1
1352,1610196858,0
1353,1610196867,1
1354,1610196874,0
1355,1610196893,1
1356,1610196924,0
1357,1610196928,1
1358,1610196932,0
1359,1610196935,1
1360,1610196972,0
1361,1610197144,1
1362,1610197163,0
1363,1610197164,1
1364,1610197168,0
1365,1610197382,1
1366,1610197386,0
1367,1610197713,1
1368,1610197717,0
1369,1610197730,1
1370,1610197733,0
1371,1610197735,1
1372,1610197738,0
1373,1610197738,1
1374,1610197743,0
1375,1610197934,1
1376,1610197940,0
1377,1610197987,1
1378,1610197993,0
1379,1610198032,1
1380,1610198036,0
1381,1610198062,1
1382,1610198065,0
1383,1610198095,1
1384,1610198098,0
1385,1610198209,1
1386,1610198212,0
1387,1610198303,1
1388,1610198318,0
1389,1610198318,1
1390,1610198327,0
1391,1610198340,1
1392,1610198348,0
1393,1610198382,1
1394,1610198391,0
1395,1610198418,1
1396,1610198422,0
1397,1610198429,1
1398,1610198433,0
1399,1610198474,1
1400,1610198477,0
1401,1610198498,1
1402,1610198502,0
1403,1610198522,1
1404,1610198534,0
1405,1610198537,1
1406,1610198542,0
1407,1610198597,1
1408,1610198601,0
1409,1610198615,1
1410,1610198620,0
1411,1610198718,1
1412,1610198722,0
1413,1610198731,1
1414,1610198736,0
1415,1610198771,1
1416,1610198775,0
1417,1610198821,1
1418,1610198824,0
1419,1610198824,1
1420,1610198831,0
1421,1610198833,1
1422,1610198836,0
1423,1610198842,1
1424,1610198846,0
1425,1610198860,1
1426,1610198869,0
1427,1610198879,1
1428,1610198881,0
1429,1610198930,1
1430,1610198935,0
1431,1610198940,1
1432,1610198945,0
1433,1610198978,1
1434,1610198981,0
1435,1610199017,1
1436,1610199024,0
1437,1610199029,1
1438,1610199033,0
1439,1610199040,1
1440,1610199046,0
1441,1610199047,1
1442,1610199052,0
1443,1610199053,1
1444,1610199064,0
1445,1610199068,1
1446,1610199073,0
1447,1610199091,1
1448,1610199096,0
1449,1610199182,1
1450,1610199188,0
1451,1610199256,1
1452,1610199259,0
1453,1610199296,1
1454,1610199301,0
1455,1610199307,1
1456,1610199311,0
1457,1610199312,1
1458,1610199316,0
1459,1610199324,1
1460,1610199331,0
1461,1610199349,1
1462,1610199354,0
1463,1610199453,1
1464,1610199458,0
1465,1610199477,1
1466,1610199481,0
1467,1610199510,1
1468,1610199514,0
1469,1610199514,1
1470,1610199524,0
1471,1610199525,1
1472,1610199534,0
1473,1610199534,1
1474,1610199547,0
1475,1610199548,1
1476,1610199561,0
1477,1610199562,1
1478,1610199566,0
1479,1610199567,1
1480,1610199571,0
1481,1610199575,1
1482,1610199579,0
1483,1610199583,1
1484,1610199586,0
1485,1610199600,1
1486,1610199604,0
1487,1610199608,1
1488,1610199612,0
1489,1610199615,1
1490,1610199621,0
1491,1610199623,1
1492,1610199629,0
1493,1610199634,1
1494,1610199639,0
1495,1610199640,1
1496,1610199646,0
